id,9861,10021,12876,14380,15496,15697
332,0,0,0,0,1,0
333,0,1,0,0,4,0
334,1,0,3,1,0,0
335,0,1,1,1,0,0
336,0,0,0,0,1,0
337,0,0,0,0,0,0
338,0,0,0,0,0,0
339,1,0,0,2,0,2
340,1,0,0,0,0,0
341,0,0,0,0,1,1
342,0,0,0,0,1,1
343,0,0,0,0,2,2
344,0,2,2,1,0,1
345,0,1,1,1,0,1
346,1,0,0,0,0,0
347,1,0,1,0,1,1
348,1,0,1,0,0,0
349,0,1,0,0,0,0
350,0,1,0,0,1,0
351,0,2,2,1,1,0
352,1,1,0,3,2,2
353,2,2,1,1,1,2
354,0,0,0,0,0,0
355,3,3,1,5,1,2
356,5,1,0,0,0,0
357,0,1,3,1,2,2
358,1,0,1,2,1,1
359,0,0,1,0,1,0
360,3,1,2,0,0,0
361,28,29,17,31,21,20
362,7,4,8,10,7,11
363,17,9,15,13,13,10
364,6,2,5,18,14,11
365,1,4,6,4,2,8
366,38,26,23,24,17,18
367,6,1,2,3,7,13
368,60,62,18,33,18,20
369,14,13,9,12,6,12
370,30,20,12,13,13,8
371,12,6,4,15,12,10
372,2,5,5,2,4,8
373,73,64,20,25,20,19
374,6,6,5,3,6,11
375,220,245,46,142,149,3
